Date,Open,High,Low,Close,Volume,Ticker
2020-01-02 00:00:00-05:00,5.943831396827032,5.972710132598877,5.8932934905146945,5.972710132598877,237536000,NVDA
2020-01-03 00:00:00-05:00,5.852962643555382,5.920927891690787,5.828066918698495,5.877111434936523,205384000,NVDA
2020-01-06 00:00:00-05:00,5.783753144854267,5.906986253744551,5.757612845980144,5.901758193969727,262636000,NVDA
2020-01-07 00:00:00-05:00,5.930139377975761,6.019016870261898,5.885078345508204,5.973208904266357,314856000,NVDA
2020-01-08 00:00:00-05:00,5.96897635709519,6.0257385544708075,5.928894566530886,5.984411716461182,277108000,NVDA
2020-01-09 00:00:00-05:00,6.070799029601755,6.122581982150514,5.9963611540245205,6.050135612487793,255112000,NVDA
2020-01-10 00:00:00-05:00,6.157436456326926,6.187809062014118,6.068310145421286,6.082500457763672,316296000,NVDA
2020-01-13 00:00:00-05:00,6.165651593424438,6.298345055146926,6.142996195216413,6.273200511932373,319840000,NVDA
2020-01-14 00:00:00-05:00,6.230380415366528,6.255774255425361,6.142996791879736,6.156191825866699,359088000,NVDA
2020-01-15 00:00:00-05:00,6.168888134663605,6.191294240174743,6.087728325784851,6.113619804382324,263104000,NVDA
2020-01-16 00:00:00-05:00,6.1671451789942955,6.203243955725435,6.143743321457783,6.197268962860107,284192000,NVDA
2020-01-17 00:00:00-05:00,6.2164392820208025,6.223908142736829,6.158432507514532,6.2059831619262695,253792000,NVDA
2020-01-21 00:00:00-05:00,6.169386603778593,6.206232317702792,6.138515883324439,6.172623157501221,217916000,NVDA
2020-01-22 00:00:00-05:00,6.217932513980639,6.313282632634154,6.199011781976635,6.2266459465026855,239240000,NVDA
2020-01-23 00:00:00-05:00,6.266727222807234,6.303572453134539,6.177849750250181,6.295107841491699,244516000,NVDA
2020-01-24 00:00:00-05:00,6.41062472577295,6.460416175717536,6.181584910751475,6.2358574867248535,373512000,NVDA
2020-01-27 00:00:00-05:00,5.931135650144736,6.030967384834202,5.781512932748204,5.979931354522705,470536000,NVDA
2020-01-28 00:00:00-05:00,6.045904461515001,6.205734475431908,5.992627631927192,6.173370361328125,310976000,NVDA
2020-01-29 00:00:00-05:00,6.158929858989713,6.195028635711511,6.073039633351887,6.112873077392578,258848000,NVDA
2020-01-30 00:00:00-05:00,6.015033847736981,6.133039382498208,5.960014805287777,6.119595527648926,290504000,NVDA
2020-01-31 00:00:00-05:00,6.0737880395192825,6.085738028144344,5.844250534495275,5.886075019836426,370420000,NVDA
2020-02-03 00:00:00-05:00,5.867899154347172,6.002584586357924,5.86167534262328,5.983166217803955,255564000,NVDA
2020-02-04 00:00:00-05:00,6.125073314972163,6.171628221380561,6.0750330348153945,6.152458190917969,271544000,NVDA
2020-02-05 00:00:00-05:00,6.27344883502635,6.283656133161831,6.159426818954342,6.242827415466309,208220000,NVDA
2020-02-06 00:00:00-05:00,6.277183933217403,6.329713344573975,6.196024131273498,6.329713344573975,218284000,NVDA
2020-02-07 00:00:00-05:00,6.289631449180732,6.311788732866956,6.23809731682681,6.263491153717041,189752000,NVDA
2020-02-10 00:00:00-05:00,6.286146488424555,6.547550409885807,6.2811672485299805,6.546803951263428,529608000,NVDA
2020-02-11 00:00:00-05:00,6.655100706154711,6.78405999782416,6.593110443180264,6.669291019439697,638556000,NVDA
2020-02-12 00:00:00-05:00,6.722068677474387,6.791527790373585,6.6832314618840165,6.785054683685303,374644000,NVDA
2020-02-13 00:00:00-05:00,6.7270482822324205,6.808456910244624,6.699662936781949,6.741238594055176,528016000,NVDA
2020-02-14 00:00:00-05:00,7.151517764269617,7.34346302548692,7.12014941103154,7.214503765106201,1041924000,NVDA
2020-02-18 00:00:00-05:00,7.111188084400259,7.4017205376737465,7.09176971186446,7.383297443389893,620164000,NVDA
2020-02-19 00:00:00-05:00,7.505783282504011,7.852330490038521,7.505783282504011,7.834654331207275,694332000,NVDA
2020-02-20 00:00:00-05:00,7.786606389380054,7.874985762914749,7.3778200907806335,7.685281276702881,810052000,NVDA
2020-02-21 00:00:00-05:00,7.5730018298766515,7.598146374338456,7.236163797120909,7.3210577964782715,768180000,NVDA
2020-02-24 00:00:00-05:00,6.726549789719742,7.017331029564933,6.672028396282477,6.8034772872924805,856916000,NVDA
2020-02-25 00:00:00-05:00,6.878663083766325,6.940653345744052,6.422077272699808,6.523900508880615,1055496000,NVDA
2020-02-26 00:00:00-05:00,6.52414965278859,6.857502364875955,6.522656260445451,6.663316249847412,747732000,NVDA
2020-02-27 00:00:00-05:00,6.349691581873263,6.6511091252555685,6.199979396341777,6.292397499084473,906416000,NVDA
2020-02-28 00:00:00-05:00,6.0398045327192005,6.787120105658989,6.023114625562157,6.727583885192871,1133252000,NVDA
2020-03-02 00:00:00-05:00,6.89772262553681,6.914910943918782,6.501645347978688,6.886014461517334,890744000,NVDA
2020-03-03 00:00:00-05:00,6.941815302713952,7.001600498433995,6.538015669308391,6.6234588623046875,652792000,NVDA
2020-03-04 00:00:00-05:00,6.730822709157065,7.096758218701917,6.656090863067025,7.087292194366455,597408000,NVDA
2020-03-05 00:00:00-05:00,6.887758556281845,7.054659056168666,6.763205958609007,6.807796001434326,540328000,NVDA
2020-03-06 00:00:00-05:00,6.628191706945941,6.685735237571004,6.426914546646365,6.627195358276367,515412000,NVDA
2020-03-09 00:00:00-04:00,5.9760344334404065,6.461789823842316,5.933188588387212,6.114038944244385,614160000,NVDA
2020-03-10 00:00:00-04:00,6.390543924594088,6.503637790679932,6.127738366859038,6.503637790679932,580648000,NVDA
2020-03-11 00:00:00-04:00,6.3636412587878715,6.3920393311305235,6.042544769375787,6.139695644378662,499964000,NVDA
2020-03-12 00:00:00-04:00,5.616325351703775,5.881871473624612,5.375689843169427,5.388394355773926,816540000,NVDA
2020-03-13 00:00:00-04:00,5.741876215473025,6.003934967813797,5.470600879937033,5.999451160430908,634836000,NVDA
2020-03-16 00:00:00-04:00,5.291243916139393,5.632269316720152,4.832641293508207,4.892426490783691,726972000,NVDA
2020-03-17 00:00:00-04:00,5.004773092090757,5.501738236486458,4.7579100022747225,5.412309169769287,833632000,NVDA
2020-03-18 00:00:00-04:00,4.984595491641853,5.229714841006499,4.500833296746045,5.052351951599121,874268000,NVDA
2020-03-19 00:00:00-04:00,5.0309281781461355,5.3988568383388476,4.817445419135853,5.3051934242248535,765512000,NVDA
2020-03-20 00:00:00-04:00,5.455404109446859,5.737391205016616,5.1098953931564095,5.125339984893799,804636000,NVDA
2020-03-23 00:00:00-04:00,5.124343294062522,5.3926300088870525,4.9452366741726435,5.298218727111816,643876000,NVDA
2020-03-24 00:00:00-04:00,5.704509604298954,6.293892852764126,5.680844778776686,6.2072038650512695,1101644000,NVDA
2020-03-25 00:00:00-04:00,6.322290934638857,6.522073353340825,6.069698230390393,6.118523120880127,793432000,NVDA
2020-03-26 00:00:00-04:00,6.325777648596913,6.532037022693763,6.227630417479036,6.40798282623291,696108000,NVDA
2020-03-27 00:00:00-04:00,6.227630747488496,6.554456877535488,6.194748864743846,6.2956366539001465,638828000,NVDA
2020-03-30 00:00:00-04:00,6.361151497466314,6.625203404905446,6.3170598567555505,6.615986347198486,602252000,NVDA
2020-03-31 00:00:00-04:00,6.6560919206053,6.860358618934826,6.420687542037436,6.5664143562316895,949960000,NVDA
2020-04-01 00:00:00-04:00,6.368375500016967,6.514849215538795,6.010411206980495,6.0550007820129395,656912000,NVDA
2020-04-02 00:00:00-04:00,6.084146151507411,6.377094053463869,6.036069119062603,6.3638916015625,675764000,NVDA
2020-04-03 00:00:00-04:00,6.326275380154457,6.367875901256947,5.938418797118462,6.075924873352051,663212000,NVDA
2020-04-06 00:00:00-04:00,6.358161669354053,6.722851885838275,6.300618139342483,6.685984134674072,727884000,NVDA
2020-04-07 00:00:00-04:00,6.90768646841199,6.93135176439348,6.409476112664187,6.452571392059326,784520000,NVDA
2020-04-08 00:00:00-04:00,6.561680920456541,6.674774815395127,6.49168231495453,6.649864196777344,542444000,NVDA
2020-04-09 00:00:00-04:00,6.775661333519829,6.798578775252152,6.487197288879559,6.550220966339111,525564000,NVDA
2020-04-13 00:00:00-04:00,6.490436617557893,6.730823194143778,6.402004378020009,6.722104549407959,398408000,NVDA
2020-04-14 00:00:00-04:00,6.850393515337179,7.10746999844819,6.822742820852914,7.073342800140381,530948000,NVDA
2020-04-15 00:00:00-04:00,6.905196685074108,7.0788231528143495,6.8598597316528584,6.995871067047119,366148000,NVDA
2020-04-16 00:00:00-04:00,7.151312306162438,7.448245571354092,7.138109855666511,7.341130256652832,745620000,NVDA
2020-04-17 00:00:00-04:00,7.423334173339891,7.444757329048395,7.147824095151318,7.2818427085876465,539120000,NVDA
2020-04-20 00:00:00-04:00,7.155297920181035,7.31123763687663,7.106224070871141,7.150564670562744,449388000,NVDA
2020-04-21 00:00:00-04:00,7.032488827674881,7.093768301369405,6.653848825676864,6.713634014129639,735160000,NVDA
2020-04-22 00:00:00-04:00,6.905943792774643,7.170992012320621,6.860357872764677,7.128145694732666,483356000,NVDA
2020-04-23 00:00:00-04:00,7.170245322178215,7.302270795206123,7.04967809721971,7.074837684631348,424160000,NVDA
2020-04-24 00:00:00-04:00,7.064624314320586,7.215830797788394,6.989892461940318,7.21383810043335,352328000,NVDA
2020-04-27 00:00:00-04:00,7.3483553792663,7.56034388999242,7.323693729422319,7.400418281555176,479388000,NVDA
2020-04-28 00:00:00-04:00,7.5478881754548715,7.577781011702424,7.2524496465999135,7.257929801940918,442904000,NVDA
2020-04-29 00:00:00-04:00,7.392695962856682,7.487605185245259,7.317466171578935,7.434794902801514,379160000,NVDA
2020-04-30 00:00:00-04:00,7.38073657754731,7.4347926357379,7.266895814203337,7.280845642089844,375916000,NVDA
2020-05-01 00:00:00-04:00,7.083306977260118,7.196649836228696,6.995871084634672,7.0441975593566895,342096000,NVDA
2020-05-04 00:00:00-04:00,6.99686737865916,7.2698868718146,6.99686737865916,7.256186008453369,317556000,NVDA
2020-05-05 00:00:00-04:00,7.3603121598757735,7.479882551510657,7.256185885177733,7.317216873168945,368896000,NVDA
2020-05-06 00:00:00-04:00,7.39668148775447,7.5229778265667155,7.3588173879229135,7.41810417175293,323464000,NVDA
2020-05-07 00:00:00-04:00,7.557353782427627,7.65774315277696,7.506038264433992,7.594470500946045,373732000,NVDA
2020-05-08 00:00:00-04:00,7.666213192327414,7.790765804632102,7.6323349616024645,7.784538269042969,339216000,NVDA
2020-05-11 00:00:00-04:00,7.779555588800206,8.083464248870088,7.750908546686,8.036632537841797,469060000,NVDA
2020-05-12 00:00:00-04:00,8.09442500897853,8.143249419961077,7.764858809454808,7.774573802947998,493060000,NVDA
2020-05-13 00:00:00-04:00,7.889163966893175,8.04958753746702,7.567568970182678,7.7521562576293945,625852000,NVDA
2020-05-14 00:00:00-04:00,7.813682930236142,8.007237776505448,7.659984877841101,8.001757621765137,602312000,NVDA
2020-05-15 00:00:00-04:00,7.861509524229491,8.470073135292493,7.84581596801545,8.460358619689941,987660000,NVDA
2020-05-18 00:00:00-04:00,8.729146512397216,8.884588332135289,8.64943290487941,8.71893310546875,774460000,NVDA
